case_id,age_group,scam_type,contact_method,source_platform,requires_user_action,payment_method,urgency_level,loss_bucket,transaction_amount,is_scam
312,30-49,Phishing,Social Media,TikTok,1,E-wallet,Medium,<2k,779.25,1
313,30-49,E-commerce,Social Media,TikTok,1,Bank Transfer,Low,2k-5k,4497.51,1
314,50-64,Phishing,Phone Call,Phone,0,Card,Medium,<2k,168.95,1
315,50-64,Government Impersonation,Messaging,Telegram,1,Cash/Valuables,Medium,50k-100k,94894.0,1
316,30-49,Investment,Messaging,Telegram,1,Bank Transfer,Medium,<2k,479.21,1
317,50-64,Investment,Messaging,Telegram,1,Crypto,Medium,10k-50k,42950.27,1
318,20-29,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,High,<2k,740.51,1
319,30-49,Others,Social Media,Other Social,0,Bank Transfer,Medium,10k-50k,17932.3,1
320,50-64,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,50k-100k,64627.09,1
321,65+,Investment,Social Media,Facebook,1,Card,Medium,5k-10k,8503.35,1
322,<20,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,5k-10k,6389.41,1
323,50-64,Sexual Services,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,1932.75,1
324,30-49,Investment,Social Media,Facebook,1,Crypto,High,5k-10k,9760.04,1
325,30-49,Investment,Messaging,Telegram,0,Bank Transfer,Low,<2k,452.58,1
326,65+,E-commerce,Social Media,Other Social,0,Bank Transfer,Low,<2k,274.14,1
327,20-29,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,157.72,1
328,30-49,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,457.35,1
329,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,10k-50k,32925.22,1
330,20-29,Job,Messaging,WhatsApp,0,Card,High,10k-50k,11575.05,1
331,30-49,Job,Social Media,Facebook,1,Bank Transfer,Low,<2k,738.56,1
332,30-49,Job,Messaging,WhatsApp,1,E-wallet,Medium,2k-5k,2805.07,1
333,50-64,Job,Messaging,WhatsApp,1,Crypto,Low,<2k,415.57,1
334,50-64,Investment,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,23623.67,1
335,65+,Government Impersonation,Email,Email,1,Cash/Valuables,High,10k-50k,10890.49,1
336,50-64,Investment,Social Media,Instagram,1,Crypto,Medium,2k-5k,3184.97,1
337,30-49,Phishing,Social Media,Facebook,0,Card,High,<2k,897.91,1
338,20-29,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,<2k,1683.72,1
339,50-64,Phishing,Social Media,TikTok,0,Card,Medium,2k-5k,3400.73,1
340,65+,Phishing,Social Media,Facebook,0,Bank Transfer,High,<2k,353.0,1
341,50-64,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,Low,2k-5k,3374.81,1
342,<20,Investment,Other Website,Website,1,Bank Transfer,High,5k-10k,9256.18,1
343,30-49,Government Impersonation,Messaging,WhatsApp,1,Cash/Valuables,High,<2k,389.94,1
344,50-64,E-commerce,Phone Call,Phone,1,E-wallet,Medium,<2k,106.95,1
345,50-64,Government Impersonation,Social Media,Facebook,1,Cash/Valuables,High,5k-10k,7584.05,1
346,30-49,Phishing,Dating App/Website,Dating Platform,0,Card,Medium,2k-5k,3173.57,1
347,65+,Investment,Social Media,Facebook,1,Bank Transfer,High,<2k,1511.45,1
348,50-64,Investment,Social Media,Facebook,1,Bank Transfer,Medium,100k+,184540.64,1
349,<20,E-commerce,Phone Call,Phone,1,Bank Transfer,Low,<2k,1284.78,1
350,50-64,Investment,Messaging,Telegram,1,Crypto,Medium,2k-5k,3377.24,1
351,50-64,Phishing,Social Media,Facebook,0,Card,High,2k-5k,2145.38,1
352,65+,Fake Friend Call,Other Website,Website,1,PayNow/Transfer,Low,2k-5k,3453.31,1
353,50-64,Phishing,Phone Call,Phone,0,Card,High,50k-100k,79690.98,1
354,20-29,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,50.0,1
355,30-49,Phishing,Social Media,Facebook,1,Card,High,2k-5k,2934.43,1
356,<20,Job,Messaging,Telegram,1,Bank Transfer,High,<2k,1418.76,1
357,50-64,Phishing,Messaging,WhatsApp,0,Card,High,<2k,476.63,1
358,30-49,E-commerce,Social Media,Facebook,0,Card,Low,<2k,154.85,1
359,30-49,Government Impersonation,Messaging,Telegram,0,Bank Transfer,Medium,100k+,194300.53,1
360,50-64,Phishing,Social Media,TikTok,0,Bank Transfer,Medium,2k-5k,2057.85,1
361,50-64,Fake Friend Call,Social Media,Facebook,1,PayNow/Transfer,High,<2k,431.36,1
362,50-64,Job,Messaging,WhatsApp,1,Bank Transfer,Low,10k-50k,18881.67,1
363,30-49,Phishing,Social Media,Facebook,1,Card,Medium,2k-5k,2519.79,1
364,50-64,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,10k-50k,18636.37,1
365,30-49,Investment,Phone Call,Phone,1,Card,Medium,10k-50k,26302.18,1
366,20-29,Phishing,Social Media,Facebook,0,E-wallet,Low,<2k,527.16,1
367,30-49,Others,Online Shopping Platform,Carousell,0,Crypto,Low,5k-10k,7541.96,1
368,<20,Insurance Services,Messaging,WhatsApp,1,Card,High,2k-5k,2885.21,1
369,50-64,Government Impersonation,Phone Call,Phone,1,Cash/Valuables,High,100k+,221145.53,1
370,50-64,E-commerce,Phone Call,Phone,1,E-wallet,Medium,2k-5k,4278.96,1
371,30-49,Investment,Social Media,Instagram,1,Card,Medium,10k-50k,34823.93,1
372,30-49,E-commerce,SMS,SMS,0,Card,Medium,<2k,1892.75,1
373,50-64,Phishing,Social Media,Facebook,0,Card,High,<2k,233.61,1
374,30-49,Phishing,Social Media,Facebook,0,Card,High,10k-50k,25987.41,1
375,30-49,E-commerce,Online Shopping Platform,Facebook Marketplace,0,Bank Transfer,Medium,<2k,380.04,1
376,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,<2k,1175.58,1
377,50-64,Fake Friend Call,Messaging,WhatsApp,1,PayNow/Transfer,Low,5k-10k,5237.96,1
378,30-49,Investment,Messaging,WhatsApp,1,Bank Transfer,Medium,100k+,153483.18,1
379,50-64,Investment,Messaging,Telegram,0,Crypto,High,100k+,291011.82,1
380,65+,Investment,Phone Call,Phone,1,Crypto,Medium,5k-10k,8066.06,1
381,50-64,Government Impersonation,Messaging,WhatsApp,1,Cash/Valuables,Medium,100k+,288654.16,1
382,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,100k+,151157.54,1
383,30-49,E-commerce,Messaging,WhatsApp,1,Card,Medium,<2k,613.21,1
384,20-29,E-commerce,Social Media,Instagram,1,Bank Transfer,Low,<2k,392.68,1
385,30-49,Phishing,Social Media,Facebook,1,Card,Medium,<2k,762.89,1
386,30-49,Phishing,Social Media,Facebook,1,Card,Medium,<2k,487.56,1
387,65+,Government Impersonation,Messaging,Telegram,1,Bank Transfer,High,<2k,332.67,1
388,30-49,Government Impersonation,Messaging,WhatsApp,0,Bank Transfer,Medium,10k-50k,24159.04,1
389,30-49,Phishing,Social Media,Instagram,0,Card,Low,2k-5k,2061.71,1
390,50-64,E-commerce,Social Media,Facebook,1,E-wallet,Low,<2k,292.83,1
391,20-29,Job,Dating App/Website,Dating Platform,1,E-wallet,Low,10k-50k,11690.54,1
392,50-64,Phishing,Other Website,Website,0,E-wallet,Medium,<2k,1653.59,1
393,30-49,E-commerce,Dating App/Website,Dating Platform,1,Bank Transfer,Medium,<2k,388.59,1
394,50-64,Phishing,Phone Call,Phone,0,Card,Medium,<2k,511.68,1
395,20-29,Fake Friend Call,Phone Call,Phone,0,Bank Transfer,Low,<2k,675.61,1
396,20-29,Phishing,Social Media,Facebook,1,Bank Transfer,High,<2k,320.15,1
397,65+,Phishing,Online Shopping Platform,Carousell,0,Card,Medium,<2k,373.89,1
398,30-49,Job,Social Media,TikTok,0,Bank Transfer,High,10k-50k,17777.53,1
399,20-29,Job,Social Media,Facebook,1,E-wallet,Low,<2k,210.89,1
400,50-64,Investment,Messaging,Telegram,1,Crypto,Medium,10k-50k,19110.86,1
401,30-49,Phishing,Phone Call,Phone,0,Card,High,<2k,309.43,1
402,50-64,Job,Social Media,Facebook,1,Bank Transfer,Medium,2k-5k,3815.09,1
403,30-49,Investment,Messaging,WhatsApp,1,Bank Transfer,Medium,100k+,198810.8,1
404,20-29,Government Impersonation,Messaging,Telegram,1,Bank Transfer,Medium,10k-50k,19575.47,1
405,<20,Job,Social Media,TikTok,1,Bank Transfer,Medium,<2k,682.5,1
406,30-49,Job,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,941.19,1
407,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,5k-10k,5544.44,1
408,50-64,Internet Love,Messaging,WhatsApp,1,Bank Transfer,Medium,2k-5k,4200.44,1
409,30-49,Job,Phone Call,Phone,1,E-wallet,Medium,10k-50k,35219.82,1
410,<20,Others,Social Media,Facebook,1,Bank Transfer,High,10k-50k,20446.73,1
411,20-29,E-commerce,Other Website,Website,1,Card,Low,2k-5k,2364.0,1
412,30-49,Job,Messaging,WhatsApp,1,E-wallet,Medium,10k-50k,28008.71,1
413,50-64,Investment,Messaging,Telegram,1,Bank Transfer,Medium,10k-50k,43209.81,1
414,20-29,Insurance Services,Messaging,Telegram,1,Bank Transfer,High,50k-100k,68528.59,1
415,20-29,E-commerce,Messaging,Telegram,0,Bank Transfer,Low,5k-10k,7006.08,1
416,30-49,Job,Messaging,WhatsApp,1,Bank Transfer,Low,2k-5k,2346.9,1
417,65+,Internet Love,Online Shopping Platform,Carousell,1,Crypto,Low,50k-100k,55082.23,1
418,30-49,Phishing,Social Media,Facebook,0,Card,Low,2k-5k,2261.86,1
419,20-29,Job,Messaging,Telegram,1,E-wallet,High,<2k,396.27,1
420,20-29,Loan,Messaging,Telegram,1,E-wallet,High,<2k,228.73,1
421,65+,Phishing,Social Media,TikTok,0,Card,Medium,10k-50k,13403.5,1
422,65+,Fake Friend Call,Messaging,Telegram,1,PayNow/Transfer,Medium,<2k,262.4,1
423,20-29,Phishing,Social Media,Facebook,0,Card,High,<2k,204.28,1
424,20-29,Investment,Phone Call,Phone,1,Bank Transfer,Medium,2k-5k,2763.23,1
425,20-29,Phishing,Social Media,Facebook,0,Card,Low,5k-10k,8545.87,1
426,65+,Job,Messaging,WhatsApp,1,Bank Transfer,High,100k+,310747.08,1
427,65+,Investment,Messaging,WhatsApp,1,Crypto,Low,5k-10k,7058.19,1
428,30-49,Job,Messaging,Telegram,1,Bank Transfer,Medium,5k-10k,6660.58,1
429,50-64,E-commerce,Social Media,Instagram,1,Card,Low,<2k,426.57,1
430,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,<2k,681.72,1
431,20-29,Phishing,Social Media,Facebook,1,Card,Medium,<2k,706.38,1
432,30-49,Others,Phone Call,Phone,1,Bank Transfer,Low,<2k,703.9,1
433,65+,Investment,Messaging,Telegram,1,Crypto,Medium,10k-50k,27143.04,1
434,65+,Investment,Social Media,Facebook,0,Crypto,High,2k-5k,4491.22,1
435,20-29,Phishing,Social Media,Facebook,1,Card,High,<2k,552.43,1
436,50-64,Job,Social Media,Instagram,1,Bank Transfer,Low,5k-10k,7219.88,1
437,20-29,Phishing,Social Media,Facebook,0,Card,Medium,<2k,414.78,1
438,30-49,Fake Friend Call,Dating App/Website,Dating Platform,1,Bank Transfer,Medium,<2k,596.1,1
439,65+,Others,Social Media,Instagram,1,Bank Transfer,Low,<2k,1115.44,1
440,65+,Investment,Messaging,WhatsApp,1,Bank Transfer,Medium,10k-50k,21038.38,1
441,30-49,Job,Messaging,WhatsApp,1,Bank Transfer,High,100k+,155311.61,1
442,65+,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,2k-5k,4310.73,1
443,30-49,E-commerce,Online Shopping Platform,Carousell,0,Bank Transfer,Low,<2k,310.84,1
444,50-64,Government Impersonation,Messaging,WhatsApp,1,Cash/Valuables,High,10k-50k,16890.93,1
445,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,Medium,5k-10k,7765.19,1
446,<20,Investment,Social Media,TikTok,0,Crypto,High,10k-50k,19537.32,1
447,65+,Phishing,Social Media,Instagram,1,Bank Transfer,High,<2k,912.6,1
448,30-49,Others,Social Media,Other Social,1,Bank Transfer,Medium,<2k,343.14,1
449,20-29,Insurance Services,Online Shopping Platform,Carousell,1,Cash/Valuables,High,100k+,129317.47,1
450,30-49,E-commerce,Messaging,WhatsApp,0,Bank Transfer,Low,<2k,258.61,1
451,50-64,Government Impersonation,Social Media,Facebook,1,Bank Transfer,High,<2k,1336.72,1
452,30-49,Phishing,Phone Call,Phone,0,Card,Low,<2k,684.52,1
453,50-64,Loan,Messaging,Facebook Messenger,1,E-wallet,Medium,50k-100k,81050.12,1
454,50-64,Phishing,Messaging,Facebook Messenger,0,Card,Low,5k-10k,6971.8,1
455,<20,Investment,Social Media,Facebook,1,Bank Transfer,Medium,<2k,627.5,1
456,50-64,Job,Phone Call,Phone,1,Card,Medium,5k-10k,5389.53,1
457,30-49,Phishing,Social Media,TikTok,0,Card,Low,<2k,115.71,1
458,20-29,Phishing,Messaging,Telegram,0,Card,Medium,10k-50k,23672.48,1
459,65+,Phishing,Messaging,WhatsApp,0,Card,High,10k-50k,11301.78,1
460,30-49,E-commerce,Social Media,Facebook,0,Card,Low,<2k,826.94,1
461,50-64,Phishing,Messaging,WhatsApp,1,Card,Medium,<2k,418.54,1
462,30-49,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,<2k,820.6,1
463,20-29,E-commerce,Social Media,Facebook,1,Card,Low,<2k,424.39,1
464,65+,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,10k-50k,11670.42,1
465,30-49,Phishing,Social Media,TikTok,1,Card,Medium,2k-5k,3775.44,1
466,20-29,Insurance Services,Other Website,Website,1,Cash/Valuables,High,<2k,142.8,1
467,50-64,Government Impersonation,Messaging,Telegram,1,Cash/Valuables,High,100k+,161227.93,1
468,30-49,Phishing,Social Media,TikTok,1,Card,Medium,10k-50k,13070.98,1
469,50-64,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,108.71,1
470,20-29,Phishing,Social Media,Facebook,0,Card,Low,<2k,138.43,1
471,65+,E-commerce,Other Website,Website,1,Bank Transfer,High,<2k,118.6,1
472,65+,Others,Messaging,Telegram,1,Bank Transfer,Low,<2k,325.63,1
473,50-64,Others,Phone Call,Phone,1,Card,Medium,2k-5k,2561.11,1
474,30-49,Investment,Phone Call,Phone,1,Card,Medium,100k+,146285.6,1
475,50-64,Job,Messaging,WhatsApp,1,Card,Medium,5k-10k,7321.28,1
476,50-64,E-commerce,Phone Call,Phone,1,Bank Transfer,Medium,10k-50k,16727.22,1
477,65+,Investment,Messaging,Telegram,1,Crypto,Medium,2k-5k,3626.65,1
478,30-49,Fake Friend Call,Messaging,Telegram,1,Bank Transfer,Medium,<2k,1657.29,1
479,50-64,Investment,Social Media,Facebook,1,Bank Transfer,High,100k+,138353.73,1
480,50-64,Phishing,Messaging,WhatsApp,0,Card,Medium,10k-50k,44124.33,1
481,20-29,Phishing,Social Media,Facebook,0,Card,High,<2k,392.86,1
482,30-49,E-commerce,Phone Call,Phone,1,Card,Medium,<2k,546.94,1
483,50-64,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,100k+,139813.7,1
484,50-64,Investment,Messaging,WhatsApp,1,Bank Transfer,High,100k+,139510.47,1
485,20-29,Investment,Messaging,WhatsApp,1,Bank Transfer,Medium,10k-50k,17618.27,1
486,20-29,Fake Friend Call,Email,Email,1,PayNow/Transfer,Low,<2k,98.63,1
487,30-49,Government Impersonation,Messaging,WhatsApp,1,Cash/Valuables,High,<2k,1630.4,1
488,50-64,Insurance Services,Phone Call,Phone,1,Card,Medium,10k-50k,37039.95,1
489,65+,E-commerce,Online Shopping Platform,Carousell,1,E-wallet,Medium,<2k,376.62,1
490,50-64,Loan,Messaging,WhatsApp,1,E-wallet,Low,<2k,608.11,1
491,<20,E-commerce,Messaging,WhatsApp,0,E-wallet,Medium,<2k,412.4,1
492,30-49,Job,Messaging,Facebook Messenger,1,Bank Transfer,High,2k-5k,3918.6,1
493,30-49,E-commerce,Social Media,Facebook,1,Card,Low,<2k,328.24,1
494,30-49,Job,Messaging,WhatsApp,1,E-wallet,High,50k-100k,59439.06,1
495,50-64,Phishing,Social Media,Instagram,1,Bank Transfer,Medium,<2k,1170.23,1
496,50-64,Phishing,Social Media,TikTok,0,Bank Transfer,High,<2k,1753.95,1
497,30-49,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,578.0,1
498,30-49,Investment,Social Media,Facebook,1,Crypto,High,100k+,110186.18,1
499,30-49,Job,Messaging,Telegram,1,Bank Transfer,Low,2k-5k,4605.85,1
500,30-49,Job,Messaging,WhatsApp,0,Bank Transfer,Low,<2k,1217.39,1
501,65+,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,34404.56,1
502,30-49,E-commerce,Dating App/Website,Dating Platform,1,Card,Low,<2k,384.19,1
503,30-49,Phishing,Social Media,Facebook,0,Card,High,10k-50k,13050.73,1
504,20-29,Phishing,Online Shopping Platform,Facebook Marketplace,0,E-wallet,Medium,<2k,1959.47,1
505,20-29,Job,Social Media,TikTok,1,Bank Transfer,Medium,10k-50k,20912.99,1
506,20-29,Investment,Phone Call,Phone,0,Crypto,Medium,10k-50k,29258.68,1
507,65+,Investment,Phone Call,Phone,1,Bank Transfer,Medium,10k-50k,17660.53,1
508,30-49,Phishing,Messaging,Telegram,1,Card,Low,5k-10k,5246.44,1
509,30-49,Others,Social Media,Facebook,0,Bank Transfer,Low,<2k,513.29,1
510,50-64,Job,Social Media,Facebook,1,E-wallet,Medium,<2k,890.26,1
511,20-29,Investment,Online Shopping Platform,Facebook Marketplace,1,Card,Medium,2k-5k,2957.63,1
512,65+,Insurance Services,Phone Call,Phone,1,Bank Transfer,High,<2k,324.35,1
513,30-49,Phishing,Social Media,Instagram,1,Card,Medium,5k-10k,5650.53,1
514,50-64,Others,Social Media,Instagram,1,Card,High,50k-100k,71628.39,1
515,30-49,Insurance Services,Phone Call,Phone,1,Bank Transfer,High,100k+,149567.64,1
516,30-49,Phishing,Social Media,Facebook,0,Card,High,10k-50k,17798.92,1
517,50-64,Phishing,Email,Email,0,E-wallet,Medium,50k-100k,79232.54,1
518,30-49,Internet Love,Phone Call,Phone,1,Bank Transfer,Medium,<2k,1085.33,1
519,65+,Investment,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,38637.88,1
520,50-64,Phishing,Online Shopping Platform,Carousell,1,Card,Medium,10k-50k,13046.43,1
521,30-49,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,745.83,1
522,30-49,Job,Other Website,Website,1,Crypto,Medium,100k+,128219.15,1
523,65+,Investment,Social Media,Facebook,1,Crypto,Medium,10k-50k,14624.65,1
524,65+,Investment,Phone Call,Phone,1,Crypto,High,50k-100k,59549.18,1
525,50-64,Investment,Social Media,Facebook,1,Card,High,10k-50k,19428.59,1
526,20-29,Phishing,Social Media,Facebook,0,Card,Medium,<2k,305.68,1
527,30-49,Phishing,Phone Call,Phone,0,Card,Medium,2k-5k,4898.68,1
528,20-29,Investment,Messaging,Telegram,1,Crypto,Low,<2k,284.4,1
529,65+,Sexual Services,Phone Call,Phone,1,Bank Transfer,Medium,<2k,274.58,1
530,50-64,Phishing,Messaging,WhatsApp,0,Card,High,50k-100k,59612.02,1
531,65+,Job,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,100k+,147576.5,1
532,65+,Others,Phone Call,Phone,0,Card,High,100k+,121623.43,1
533,30-49,Others,Social Media,Facebook,1,Bank Transfer,High,10k-50k,33028.52,1
534,20-29,Job,Messaging,Telegram,1,Card,Medium,5k-10k,5848.91,1
535,65+,Phishing,Social Media,Facebook,1,Bank Transfer,High,10k-50k,25760.71,1
536,30-49,E-commerce,Other Website,Website,1,Card,Medium,<2k,706.56,1
537,50-64,E-commerce,Messaging,WhatsApp,1,Card,Low,<2k,423.7,1
538,20-29,Investment,Social Media,Facebook,1,Crypto,Medium,2k-5k,2008.97,1
539,20-29,Investment,Other Website,Website,1,Crypto,Low,10k-50k,28032.34,1
540,50-64,Government Impersonation,Online Shopping Platform,Facebook Marketplace,1,Cash/Valuables,High,100k+,106563.67,1
541,20-29,Investment,Messaging,Telegram,1,Bank Transfer,High,10k-50k,31367.88,1
542,50-64,Phishing,Social Media,Facebook,1,Card,Low,100k+,108911.34,1
543,50-64,Investment,Messaging,Telegram,1,Bank Transfer,Medium,100k+,204955.79,1
544,30-49,Investment,Messaging,Telegram,1,Crypto,Medium,10k-50k,13421.59,1
545,50-64,Job,Other Website,Website,1,Bank Transfer,Medium,10k-50k,26093.07,1
546,50-64,Phishing,Social Media,Facebook,0,E-wallet,Medium,2k-5k,2766.37,1
547,65+,E-commerce,Online Shopping Platform,Other Shopping,1,Bank Transfer,Low,<2k,449.06,1
548,20-29,Others,Phone Call,Phone,0,Bank Transfer,High,<2k,273.68,1
549,30-49,Investment,Social Media,Facebook,1,Card,Medium,10k-50k,34806.97,1
550,30-49,Phishing,Other Website,Website,0,Card,Medium,10k-50k,25758.44,1
551,30-49,E-commerce,Messaging,Facebook Messenger,1,Card,Medium,<2k,1815.91,1
552,30-49,Investment,Social Media,Facebook,0,Bank Transfer,High,100k+,419701.55,1
553,30-49,E-commerce,Social Media,Facebook,1,Card,High,<2k,243.5,1
554,30-49,Phishing,Phone Call,Phone,0,Card,Medium,<2k,169.8,1
555,30-49,Job,Messaging,Other Messaging,0,Card,High,50k-100k,56456.62,1
556,30-49,Government Impersonation,Social Media,Facebook,1,Bank Transfer,Medium,<2k,530.65,1
557,30-49,Phishing,Social Media,TikTok,0,Card,Medium,10k-50k,26864.21,1
558,65+,Phishing,Phone Call,Phone,1,Card,High,2k-5k,2919.12,1
559,65+,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,10k-50k,13367.24,1
560,50-64,Phishing,Social Media,TikTok,0,Card,Medium,<2k,390.05,1
561,30-49,Phishing,Other Website,Website,0,Bank Transfer,Low,50k-100k,55342.34,1
562,65+,Job,Messaging,Telegram,1,Bank Transfer,High,5k-10k,7301.85,1
563,30-49,E-commerce,Phone Call,Phone,1,E-wallet,Medium,<2k,354.11,1
564,50-64,Phishing,Social Media,Facebook,1,Card,Medium,100k+,126781.72,1
565,30-49,Job,Online Shopping Platform,TikTok Shop,1,Bank Transfer,Medium,100k+,129744.66,1
566,30-49,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,<2k,381.8,1
567,65+,Job,Social Media,Facebook,1,Crypto,Low,10k-50k,32551.94,1
568,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,2k-5k,3323.03,1
569,<20,Others,Dating App/Website,Dating Platform,1,Bank Transfer,Low,<2k,237.8,1
570,20-29,Investment,Phone Call,Phone,1,Bank Transfer,High,50k-100k,62263.54,1
571,30-49,Others,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,566.9,1
572,30-49,Job,Online Shopping Platform,Carousell,1,Bank Transfer,High,<2k,451.81,1
573,30-49,Investment,Social Media,Facebook,1,Bank Transfer,Low,10k-50k,31992.81,1
574,30-49,Job,Social Media,TikTok,1,Bank Transfer,High,2k-5k,2932.98,1
575,30-49,E-commerce,Social Media,Facebook,1,Card,Low,<2k,297.41,1
576,65+,Job,Online Shopping Platform,TikTok Shop,1,Crypto,Medium,2k-5k,2724.2,1
577,30-49,Phishing,Phone Call,Phone,0,E-wallet,Medium,<2k,860.98,1
578,30-49,Phishing,Messaging,WhatsApp,0,Card,High,5k-10k,5092.54,1
579,30-49,Investment,Messaging,Telegram,1,Crypto,Medium,100k+,132895.32,1
580,30-49,Others,Social Media,Facebook,0,E-wallet,Medium,10k-50k,34252.03,1
581,50-64,Phishing,Social Media,Facebook,0,Card,Medium,10k-50k,10262.14,1
582,65+,Fake Friend Call,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,242.07,1
583,20-29,Investment,SMS,SMS,1,Bank Transfer,Medium,10k-50k,34943.36,1
584,65+,Investment,Other Website,Website,1,Bank Transfer,Medium,100k+,266190.45,1
585,65+,Job,Phone Call,Phone,1,E-wallet,Medium,10k-50k,28491.94,1
586,50-64,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,2383.94,1
587,30-49,Job,Social Media,TikTok,1,Crypto,High,50k-100k,80047.4,1
588,30-49,Phishing,Email,Email,0,Card,Medium,100k+,173785.39,1
589,30-49,Insurance Services,Social Media,TikTok,1,Bank Transfer,Medium,<2k,733.02,1
590,20-29,Job,Social Media,Facebook,1,Card,Low,<2k,282.45,1
591,20-29,Phishing,Email,Email,1,Card,Low,<2k,194.42,1
592,30-49,E-commerce,Messaging,Facebook Messenger,1,E-wallet,Medium,<2k,766.47,1
593,65+,Investment,Social Media,TikTok,1,Bank Transfer,High,50k-100k,93990.62,1
